Schedules,S.No.,Chapter/Heading/Sub-heading/Tariffitem,DescriptionofGoods,CGST(%),SGST/UTGST(%),IGST(%),CompensationCess
III,152,4817 [Except 4817 30],"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; [other than boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery including writing blocks]",9.0,9.0,18.0,
III,153,4818,"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width not exceeding 36 cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, table cloths, serviettes, napkins for babies, tampons, bed sheets and similar household, sanitary or hospital articles, articles of apparel and clothing accessories, or paper pulp, paper, cellulose wadding or webs of cellulose fibres",9.0,9.0,18.0,
III,153A,4819,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like",9.0,9.0,18.0,
III,154,4820,"Registers, account books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, blotting- pads, binders (loose-leaf or other), folders, file covers, manifold business forms, interleaved carbon sets and other articles of stationary, of paper or paperboard; and book covers, of paper or paperboard [other than note books and exercise books]",9.0,9.0,18.0,
III,155.,4821,"Paper or paperboard labels of all kinds, whether or not printed",9.0,9.0,18.0,
III,156.,4822,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened)",9.0,9.0,18.0,
III,157.,4823,"Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres other than paper pulp moulded trays, “Braille paper, Kites, Paper mache articles”",9.0,9.0,18.0,
III,157A,4906 00 00,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions on sensitised paper and carbon copies of the foregoing.",9.0,9.0,18.0,
III,157B,4907,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; banknotes; cheque forms; stock, share or bond certificates and similar documents of title (other than Duty Credit Scrips ) ; Cheques, loose or in book form",9.0,9.0,18.0,
III,157C,4908,Transfers (decalcomanias).,9.0,9.0,18.0,
III,157D,4909,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings.",9.0,9.0,18.0,
III,157E,4910,"Calendars of any kind, printed, including calendar blocks.",9.0,9.0,18.0,
III,157F,4911,"Other printed matter, including printed pictures and photographs; such as Trade advertising material, Commercial catalogues and the like, printed Posters, Commercial catalogues, Printed inlay cards, Pictures, designs and photographs, Plan and drawings for architectural engineering, industrial, commercial, topographical or similar purposes reproduced with the aid of computer or any other devices.",9.0,9.0,18.0,
III,158,,[Omitted,,,,
III,159,"5402, 5404, 5406",All goods other than synthetic filament yarns,9.0,9.0,18.0,
III,160,"5403, 5405, 5406",All goods other than artificial filament yarns,9.0,9.0,18.0,
III,161,"5501, 5502",Synthetic or artificial filament tow,9.0,9.0,18.0,
III,162,"5503, 5504, 5506, 5507",Synthetic or artificial staple fibres,9.0,9.0,18.0,
III,163,5505,Waste of manmade fibres,9.0,9.0,18.0,
III,163A,56012200,Cigarette Filter rods,9.0,9.0,18.0,
III,163B,3923 or 6305,"Woven and non-woven bags and sacks of polyethylene or polypropylene strips or the like, whether or not laminated, of a kind used for packing of goods",9.0,9.0,18.0,
III,163C,6305 32 00,Flexible intermediate bulk containers,9.0,9.0,18.0,
III,164,,[Omitted],,,,
III,165,,[Omitted],,,,
III,166,6401,"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes",9.0,9.0,18.0,
III,167,6402,Other footwear with outer soles and uppers of rubber or plastics,9.0,9.0,18.0,
III,168,6403,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather",9.0,9.0,18.0,
III,169,6404,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials",9.0,9.0,18.0,
III,170,6405,Other footwear,9.0,9.0,18.0,
III,171,6406,"Parts of footwear (including uppers whether or not attached to soles other than outer soles); removable in-soles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof",9.0,9.0,18.0,
III,172,6501,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt other than textile caps",9.0,9.0,18.0,
III,173,6502,"Hat-shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed",9.0,9.0,18.0,
III,174,6504 00 00,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed",9.0,9.0,18.0,
III,175,6505,"Other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed",9.0,9.0,18.0,
III,176,6506,"Other headgear, whether or not lined or trimmed",9.0,9.0,18.0,
III,177,6507,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear",9.0,9.0,18.0,
III,177A,6702,"Artificial flowers, foliage and fruit and parts thereof; articles made of artificial flowers, foliage or fruit",9.0,9.0,18.0,
III,177B,6703,"Wool or other animal hair or other textile materials, prepared for use in making wigs or the like",9.0,9.0,18.0,
III,177C,6704,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair not elsewhere specified or included",9.0,9.0,18.0,
III,177D,6801,"Setts, curbstones and flagstones, of natural stone (except slate)",9.0,9.0,18.0,
III,177E,6802,"Worked monumental or building stone (except slate) and 17 articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially coloured granules, chippings and power, of natural stone (including slate) [other than statues, statuettes, pedestals; high or low reliefs, crosses, figures of animals, bowls, vases, cups, cachou boxes, writing sets, ashtrays, paper weights, artificial fruit and foliage, etc.; other ornamental goods essentially of stone ][except the items covered in Sl. No. 123 in Schedule I]",9.0,9.0,18.0,
III,177F,6803,Worked slate and articles of slate or of agglomerated slate,9.0,9.0,18.0,
III,178,6804,"Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated nllatural or artificial abrasives, or of ceramics, with or without parts of other materials",9.0,9.0,18.0,
III,179,6805,"Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up",9.0,9.0,18.0,
III,180,6806,"Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound- absorbing mineral materials, other than those of heading 6811 or 6812 or chapter 69",9.0,9.0,18.0,
III,[180A,6807,"Articles of asphalt or of similar material (for example, petroleum bitumen or coal tar pitch)",9.0,9.0,18.0,
III,180B,6808,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders",9.0,9.0,18.0,
III,180C,6809,"Articles of plaster or of compositions based on plaster; such as Boards, sheets, panels, tiles and similar articles, not ornamented",9.0,9.0,18.0,
III,181.,6810,"Articles of cement, of concrete or of artificial stone, whether or not reinforced",9.0,9.0,18.0,
III,182.,6811,"Articles of asbestos-cement, of cellulose fibre-cement or the like",9.0,9.0,18.0,
III,182A,6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforced, other than goods of heading 6811 or 6813",9.0,9.0,18.0,
III,182B,6813,"Friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined with textiles or other materials",9.0,9.0,18.0,
III,182C,6814,"Worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials",9.0,9.0,18.0,
III,182D,6815,"Articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included [other than Fly ash bricks; Fly ash aggregates; Fly ash blocks]",9.0,9.0,18.0,
III,182E,6901,"Blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths",9.0,9.0,18.0,
III,183,6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths",9.0,9.0,18.0,
III,184,6903,"Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths and rods), other than those of siliceous fossil meals or of similar siliceous earths",9.0,9.0,18.0,
III,184A,6904,"Ceramic flooring blocks, support or filler tiles and the like",9.0,9.0,18.0,
III,184B,6905,"Chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods",9.0,9.0,18.0,
III,185,6906,"Ceramic pipes, conduits, guttering and pipe fittings",9.0,9.0,18.0,
III,185A,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",9.0,9.0,18.0,
III,185B,6909,"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods",9.0,9.0,18.0,
III,185C,6910,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures",9.0,9.0,18.0,
III,185D,6914,Other ceramic articles,9.0,9.0,18.0,
III,186,,[Omitted],,,,
III,187,,[Omitted],,,,
III,188,,[Omitted],,,,
III,189,7002,"Glass in balls (other than microspheres of heading 70.18), rods or tubes, unworked",9.0,9.0,18.0,
III,189A,7003,"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",9.0,9.0,18.0,
III,189B,7004,"Drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",9.0,9.0,18.0,
III,189C,7005,"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",9.0,9.0,18.0,
III,189D,7006 00 00,"Glass of heading 7003, 7004 or 7005, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials",9.0,9.0,18.0,
III,189E,7007,"Safety glass, consisting of toughened (tempered) or 19 laminated glass",9.0,9.0,18.0,
III,189F,7008,Multiple-walled insulating units of glass,9.0,9.0,18.0,
III,189G,7009,"Glass mirrors, whether or not framed, including rear-view mirrors",9.0,9.0,18.0,
III,190,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass",9.0,9.0,18.0,
III,190A,7011,"Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps and light sources, cathode ray tube or the like",9.0,9.0,18.0,
III,191.,7013,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018)",9.0,9.0,18.0,
III,191A,7014,"Signalling glassware and optical elements of glass (other than those of heading 7015), not optically worked",9.0,9.0,18.0,
III,192.,7015,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, bent, hollowed or the like, not optically worked; hollow glass spheres and their segments, for the manufacture of such glasses",9.0,9.0,18.0,
III,192A,7016,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass small wares, whether or not on a backing, for mosaics or similar decorative purposes; leaded lights and the like; multi-cellular or foam glass in blocks, panels, plates,shells or similar forms",9.0,9.0,18.0,
III,193,7017,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated",9.0,9.0,18.0,
III,194,7018,"Imitation pearls, imitation precious or semi-precious stones and similar glass smallwares, and articles thereof other than imitation jewellery; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, other than imitaion jewelery; glass microsphers not exceeding 1 mm in diameter",9.0,9.0,18.0,
III,195,7019,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics)",9.0,9.0,18.0,
III,195A,7020,"Other articles of glass [other than Globes for lamps and lanterns, Founts for kerosene wick lamps, Glass chimneys for lamps and lanterns",9.0,9.0,18.0,
III,196,7201,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",9.0,9.0,18.0,
III,197,7202,Ferro-alloys,9.0,9.0,18.0,
III,198,7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94%, in lumps, pellets or similar forms",9.0,9.0,18.0,
III,199,7204,Ferrous waste and scrap; remelting scrap ingots of iron or steel,9.0,9.0,18.0,
III,200,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel",9.0,9.0,18.0,
III,201,7206,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 7203),9.0,9.0,18.0,
III,202,7207,Semi-finished products of iron or non- alloy steel,9.0,9.0,18.0,
III,203,7208 to 7212,All flat-rolled products of iron or non- alloy steel,9.0,9.0,18.0,
III,204,7213 to 7215,"All bars and rods, of iron or non-alloy steel",9.0,9.0,18.0,
III,205,7216,"Angles, shapes and sections of iron or non- alloy steel",9.0,9.0,18.0,
III,206,7217,Wire of iron or non-alloy steel,9.0,9.0,18.0,
III,207,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,9.0,9.0,18.0,
III,208,"7219, 7220",All flat-rolled products of stainless steel,9.0,9.0,18.0,
III,209,"7221, 7222","All bars and rods, of stainless steel",9.0,9.0,18.0,
III,210,7223,Wire of stainless steel,9.0,9.0,18.0,
III,211,7224,Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel,9.0,9.0,18.0,
III,212,"7225, 7226",All flat-rolled products of other alloy steel,9.0,9.0,18.0,
III,213,"7227, 7228",All bars and rods of other alloy steel.,9.0,9.0,18.0,
III,214,7229,Wire of other alloy steel,9.0,9.0,18.0,
III,215,7301,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",9.0,9.0,18.0,
III,216,7302,"Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish- plates, chairs, chair wedges, sole plates (base plates), rail clips bedplates, ties and other material specialized for jointing or fixing rails",9.0,9.0,18.0,
III,217,7303,"Tubes, pipes and hollow profiles, of cast iron",9.0,9.0,18.0,
III,218,7304,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",9.0,9.0,18.0,
III,219,7305,"Other tubes and pipes (for example, welded, riveted or similarly closed),having circular cross‑sections, the external diameter of which exceeds 406.4 mm, of iron or steel",9.0,9.0,18.0,
III,220,7306,"Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",9.0,9.0,18.0,
III,221,7307,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel",9.0,9.0,18.0,
III,222,7308,"Structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge ‑sections, lock‑gates, towers, lattice masts, roofs, roofing frame ‑ works, doors and windows and their frames and thresholds for doors, and shutters, balustrades, pillars, and columns), of iron or steel; plates, rods, angles, shapes, section, tubes and the like, prepared for using structures, of iron or steel [other than transmission towers]",9.0,9.0,18.0,
III,223,7309,"Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",9.0,9.0,18.0,
III,224,7310,"Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",9.0,9.0,18.0,
III,225,7311,"Containers for compressed or liquefied gas, of iron or steel",9.0,9.0,18.0,
III,226,7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated",9.0,9.0,18.0,
III,227,7313,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel",9.0,9.0,18.0,
III,228,7314,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire;expanded metal of iron or steel",9.0,9.0,18.0,
III,229,7315,"Chain and parts thereof, of iron or steel falling under 7315 20, 7315 81, 7315, 82, 7315 89, 7315 90",9.0,9.0,18.0,
III,230,7316,"Anchors, grapnels and parts thereof, of iron or steel",9.0,9.0,18.0,
III,231,7317,"Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 8305) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads of copper",9.0,9.0,18.0,
III,232,7318,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel",9.0,9.0,18.0,
III,233,7319,"knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included",9.0,9.0,18.0,
III,234,7320,"Springs and leaves for springs, of iron and steel",9.0,9.0,18.0,
III,235,7321,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel [other than Kerosene burners, kerosene stoves and wood burning stoves of iron or steel",9.0,9.0,18.0,
III,235A,7322,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air 20 distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel",9.0,9.0,18.0,
III,236,7323,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",9.0,9.0,18.0,
III,236A,7323 9410,Ghamella,9.0,9.0,18.0,
III,236B,7324,"Sanitary ware and parts thereof, of iron and steel",9.0,9.0,18.0,
III,237,7325,Other cast articles of iron or steel,9.0,9.0,18.0,
III,238,7326,Other articles of iron or steel,9.0,9.0,18.0,
III,239,7401,Copper mattes; cement copper (precipitated copper),9.0,9.0,18.0,
III,240,7402,Unrefined copper; copper anodes for electrolytic refining,9.0,9.0,18.0,
III,241,7403,"Refined copper and copper alloys, unwrought",9.0,9.0,18.0,
III,242,7404,Copper waste and scrap,9.0,9.0,18.0,
III,243,7405,Master alloys of copper,9.0,9.0,18.0,
III,244,7406,Copper powders and flakes,9.0,9.0,18.0,
III,245,7407,"Copper bars, rods and profiles",9.0,9.0,18.0,
III,246,7408,Copper wire,9.0,9.0,18.0,
III,247,7409,"Copper plates, sheets and strip, of a thickness exceeding 0.15 mm",9.0,9.0,18.0,
III,248,7410,Copper foils,9.0,9.0,18.0,
III,249,7411,Copper tubes and pipes,9.0,9.0,18.0,
III,250,7412,"Copper tube or pipe fittings (for example, couplings, elbows, sleeves)",9.0,9.0,18.0,
III,251,7413,Stranded wires and cables,9.0,9.0,18.0,
III,252,7415,"Nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of copper",9.0,9.0,18.0,
III,252A,7418,"All goods [other than table, kitchen or other household articles of copper; Utensils]",9.0,9.0,18.0,
III,253,7419,Other articles of copper other than Brass Kerosene Pressure Stove,9.0,9.0,18.0,
III,254,7501,"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy",9.0,9.0,18.0,
III,255,7502,Unwrought nickel,9.0,9.0,18.0,
III,256,7503,Nickel waste and scrap,9.0,9.0,18.0,
III,257,7504,Nickel powders and flakes,9.0,9.0,18.0,
III,258,7505,"Nickel bars, rods, profiles and wire",9.0,9.0,18.0,
III,259,7506,"Nickel plates, sheets, strip and foil",9.0,9.0,18.0,
III,260,7507,"Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves)",9.0,9.0,18.0,
III,261,7508,Other articles of nickel,9.0,9.0,18.0,
III,262,7601,Unwrought Aluminium,9.0,9.0,18.0,
III,263,7602,Aluminium waste and scrap,9.0,9.0,18.0,
III,264,7603,Aluminium powders and flakes,9.0,9.0,18.0,
III,265,7604,"Aluminium bars, rods and profiles",9.0,9.0,18.0,
III,266,7605,Aluminium wire,9.0,9.0,18.0,
III,267,7606,"Aluminium plates, sheets and strip, of a thickness exceeding 0.2 mm",9.0,9.0,18.0,
III,268,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2 mm",9.0,9.0,18.0,
III,269,7608,Aluminium tubes and pipes,9.0,9.0,18.0,
III,270,7609,"Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves)",9.0,9.0,18.0,
III,271,7610,"Aluminium structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, balustrades, pillars and columns); aluminium plates, rods, profiles, tubes and the like, prepared for use in structures",9.0,9.0,18.0,
III,272,7611,"Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",9.0,9.0,18.0,
III,273,7612,"Aluminium casks, drums, cans, boxes, etc.",9.0,9.0,18.0,
III,274,7613,Aluminium containers for compressed or liquefied gas,9.0,9.0,18.0,
III,275,7614,"Stranded wires, cables, plaited bands and the like, of aluminium, not electrically insulated",9.0,9.0,18.0,
III,275A,7615,"All goods [other than table, kitchen or other household articles, of aluminium; Utensils]",9.0,9.0,18.0,
III,276,7616,Other articles of aluminium,9.0,9.0,18.0,
III,277,7801,Unwrought lead,9.0,9.0,18.0,
III,278,7802,Lead waste and scrap,9.0,9.0,18.0,
III,279,7804,"Lead plates, sheets, strip and foil; lead powders and flakes",9.0,9.0,18.0,
III,280,7806,Other articles of lead (including sanitary fixtures and Indian lead seals),9.0,9.0,18.0,
III,281,7901,Unwrought zinc,9.0,9.0,18.0,
III,282,7902,Zinc waste and scrap,9.0,9.0,18.0,
III,283,7903,"Zinc dust, powders and flakes",9.0,9.0,18.0,
III,284,7904,"Zinc bars, rods, profiles and wire",9.0,9.0,18.0,
III,285,7905,"Zinc plates, sheets, strip and foil",9.0,9.0,18.0,
III,286,7907,Other articles of zinc including sanitary fixtures,9.0,9.0,18.0,
III,287,8001,Unwrought tin,9.0,9.0,18.0,
III,288,8002,Tin waste and scrap,9.0,9.0,18.0,
III,289,8003,"Tin bars, rods, profiles and wire",9.0,9.0,18.0,
III,290,8007,Other articles of tin,9.0,9.0,18.0,
III,291,8101 to 8112,"Other base metals, namely, Tungsten, Molybdenum, Tantalum, Magnesium, Cobalt mattes, and other intermediate products of cobalt metallurgy, Bismuth, Cadmium, Titanium, Zirconium, Antimony, Manganese, Beryllium, chromium, germanium, vanadium, gallium, hafnium, indium, niobium (columbium), rhenium and thallium, and articles thereof, including waste and scrap",9.0,9.0,18.0,
III,292,8113,"Cermets and articles thereof, including waste and scrap",9.0,9.0,18.0,
III,293,8202,"Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades)",9.0,9.0,18.0,
III,294,8203,"Files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe-cutters, bolt croppers, perforating punches and similar hand tools",9.0,9.0,18.0,
III,295,8204,"Hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches); interchangeable spanner sockets, with or without handles",9.0,9.0,18.0,
III,296,8205,"Hand tools (including glaziers' diamonds), not elsewhere specified or included; blow lamps; vices, clamps and the like, other than accessories for and parts of, machine- tools or water-jet cutting machines; anvils; portable forges; hand or pedal-operated grinding wheels with frameworks",9.0,9.0,18.0,
III,297,8206,"Tools of two or more of the headings 8202 to 8205, put up in sets for retail sale",9.0,9.0,18.0,
III,298,8207,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools",9.0,9.0,18.0,
III,299,8208,"Knives and cutting blades, for machines or for mechanical appliances",9.0,9.0,18.0,
III,300,8209,"Plates, sticks, tips and the like for tools, unmounted, of cermets",9.0,9.0,18.0,
III,301,8210 00 00,"Hand-operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink",9.0,9.0,18.0,
III,301A,8211,"Knives with cutting blades, serrated or not (including pruning knives), other than knives of heading 8208, and blades therefor",9.0,9.0,18.0,
III,301AA,8212,Razors and razor blades (including razor blade blanks in strips),9.0,9.0,18.0,
III,302,8213 00 00,"Scissors, tailors' shears and similar shears, and blades therefor",9.0,9.0,18.0,
III,302A,8214,"Other articles of cutlery (for example, hair clippers, butchers' or kitchen cleavers, choppers and mincing knives,); manicure or pedicure sets and instruments (including nail files) [other than pencil sharpeners]",9.0,9.0,18.0,
III,302B,8215,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or tableware",9.0,9.0,18.0,
III,303,8301,"Padlocks and locks (key, combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys for any of the foregoing articles, of base metal",9.0,9.0,18.0,
III,303A,8302,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hatracks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal",9.0,9.0,18.0,
III,303B,8303,"Armoured or reinforced safes, strong- boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",9.0,9.0,18.0,
III,303C,8304,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading 9403",9.0,9.0,18.0,
III,303D,8305,"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal",9.0,9.0,18.0,
III,305,8307,"Flexible tubing of base metal, with or without fittings",9.0,9.0,18.0,
III,306,8308,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewellery, wrist watches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or bifurcated rivets, of base metal; beads and spangles, of base metal",9.0,9.0,18.0,
III,307,8309,"Stoppers, caps and lids (including crown corks, screw caps and pouring stoppers), capsules for bottles, threaded bungs, bung covers, seals and other packing accessories, of base metal",9.0,9.0,18.0,
III,307A,8310,"Sign-plates, name-plates, address-plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading 9405",9.0,9.0,18.0,
III,308,8311,"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying",9.0,9.0,18.0,
III,308A,84,Parts suitable for use solely or principally with fixed Speed Diesel Engines of power not exceeding 15HP,9.0,9.0,18.0,
III,308B,84 or 85,"Parts suitable for use solely or principally with power driven pumps primarily designed for handling water, namely, centrifugal pumps( horizontal and vertical), deep tube-well turbine pumps, submersible pumps, axial flow and mixed flow vertical pumps",9.0,9.0,18.0,
III,309,8401,Nuclear reactors; machinery and apparatus for isotopes separation,9.0,9.0,18.0,
